scenario_type,category,samples,OpenLane-V2 Score,DET_l,DET_t,TOP_ll,TOP_lt,delta_OpenLane-V2 Score,delta_DET_l,delta_DET_t,delta_TOP_ll,delta_TOP_lt
lighting,poorly lit,362,0.6000019926123297,0.541822075843811,0.6765956282615662,0.231977752652347,0.4899294117657448,-0.10680571802393646,-0.0847814679145813,-0.22001653909683228,-0.08370291553664644,-0.06087274139911403
lighting,well lit,22115,0.7075267817499812,0.6277070045471191,0.8966946005821228,0.3169493878048864,0.5516373651865345,0.0007190711137150529,0.0011034607887268066,8.243322372436523e-05,0.001268719615892977,0.0008352120216756909
